MAHDOUDE,AQUIFER,LOCATION,XUTM,YUTM,ZONEUTM,X,Y,LEVEL_MSL,LEVEL_SRTM
مشهد - چناران,مشهد,پارک شهر,727500,4022400,40,59.53,36.32,1033,1033
مشهد - چناران,مشهد,پشت پمپ بنزین ساغروان,706863,4044159,40,59.31,36.52,1130,1130
مشهد - چناران,مشهد,پی 33,724107,4044477,40,59.5,36.52,1018,1018
مشهد - چناران,مشهد,چحچه,712648,4046209,40,59.38,36.54,1038,1038
مشهد - چناران,مشهد,چحچه -1,712688,4046506,40,59.38,36.54,1045,1045
مشهد - چناران,مشهد,چمگرد,670423,4080924,40,58.91,36.86,1210,1210
مشهد - چناران,مشهد,چنبرغربال,663814,4074895,40,58.84,36.81,1210,1210
مشهد - چناران,مشهد,کبیر,690880,4059982,40,59.14,36.67,1146,1146
مشهد - چناران,مشهد,کلا ته برفی,721370,4035956,40,59.47,36.44,1041,1041
مشهد - چناران,مشهد,کلاته حاج علی,651260,4092966,40,58.7,36.97,1312,1312
مشهد - چناران,مشهد,کلاته شیخ‏ها,696419,4052548,40,59.2,36.6,1172,1172
مشهد - چناران,مشهد,کلاته قاضی,721300,4036200,40,59.47,36.45,1044,1044
مشهد - چناران,مشهد,کلاته نادر,699530,4059552,40,59.23,36.66,1101,1101
مشهد - چناران,مشهد,کلاته نادر -1,699138,4059644,40,59.23,36.66,1105,1105
مشهد - چناران,مشهد,کلاته کریمخان,705232,4050822,40,59.29,36.58,1117,1117
مشهد - چناران,مشهد,کنه بیست,751342,4023278,40,59.8,36.32,919,919
مشهد - چناران,مشهد,کنوگرد,741497,4027982,40,59.69,36.37,953,953
مشهد - چناران,مشهد,کورده,708550,4043850,40,59.33,36.52,1112,1112
مشهد - چناران,مشهد,گراب,738241,4030995,40,59.66,36.39,973,973
مشهد - چناران,مشهد,یکه لنگه,666109,4069607,40,58.86,36.76,1215,1215
نریمانی - میامی,نریمانی,آبروان,766656,3996493,40,59.96,36.08,937,937
نریمانی - میامی,نریمانی,آبروان - P,766555,3992314,40,59.96,36.04,962,962
نریمانی - میامی,نریمانی,اراضی نریمانی,237717,3990484,41,60.09,36.02,891,891
نریمانی - میامی,نریمانی,اول جاده بوفالو,758518,3998866,40,59.87,36.1,983,983
نریمانی - میامی,نریمانی,تقی آباد 1 - شن شویی,758819,3993653,40,59.87,36.05,1008,1008
نریمانی - میامی,نریمانی,تقی آباد 2 - راه آهن,755232,3992876,40,59.83,36.05,1040,1040
نریمانی - میامی,نریمانی,حسن آباد آبروان,232150,3994993,41,60.03,36.06,906,906
نریمانی - میامی,نریمانی,سلیقه,769555,3986140,40,59.99,35.98,978,978
نریمانی - میامی,نریمانی,سلیمانی جدید,231693,3989808,41,60.02,36.02,933,933
نریمانی - میامی,نریمانی,شمال آبروان,768583,3999984,40,59.98,36.11,911,911
نریمانی - میامی,نریمانی,قرقروک,764104,3993521,40,59.93,36.05,966,966
نریمانی - میامی,نریمانی,نریمانی,236323,3984531,41,60.08,35.97,938,938
نریمانی - میامی,نریمانی,چلمه سنگ,230368,3981694,41,60.01,35.94,1005,1005
نیشابور,نیشابور,احمدیه,634175,4016770,40,58.49,36.29,1143,1143
نیشابور,نیشابور,اراضی رحیم آباد,651565,4006864,40,58.69,36.19,1134,1134
نیشابور,نیشابور,اراضی رییسی,645189,3980867,40,58.61,35.96,1167,1167
نیشابور,نیشابور,اراضی سعدآباد,662950,3976570,40,58.81,35.92,1230,1230
نیشابور,نیشابور,اراضی محمد آباد خرابه,642385,4004779,40,58.58,36.18,1104,1104
نیشابور,نیشابور,اراضی نوبهار,693077,3983655,40,59.14,35.98,1241,1241
نیشابور,نیشابور,اراضی چاه مهندس,674354,3978634,40,58.93,35.94,1215,1215
نیشابور,نیشابور,اراضی چهل مرغیان,653698,3986558,40,58.71,36.01,1149,1149
نیشابور,نیشابور,اردمه,638820,3988095,40,58.54,36.03,1119,1119
نیشابور,نیشابور,اقبالیه,641807,4013033,40,58.58,36.25,1140,1140
نیشابور,نیشابور,امان آباد,638473,4018155,40,58.54,36.3,1156,1156
نیشابور,نیشابور,امیر آباد,647297,3990376,40,58.64,36.05,1117,1117
نیشابور,نیشابور,بازوبند,636806,4010007,40,58.52,36.23,1125,1125
نیشابور,نیشابور,بازوبند -2,637402,4009840,40,58.53,36.22,1123,1123
نیشابور,نیشابور,باغشن گچ,655216,4019876,40,58.73,36.31,1271,1271
نیشابور,نیشابور,باقریه,665361,3986253,40,58.83,36.01,1168,1168
نیشابور,نیشابور,بعد از دکل 79,669713,3980876,40,58.88,35.96,1197,1197
نیشابور,نیشابور,بعد از رستوران بینالود,638347,3999519,40,58.54,36.13,1100,1100
نیشابور,نیشابور,بین سالاری و باقریه,664919,3982144,40,58.83,35.97,1189,1189
نیشابور,نیشابور,تقی آباد,643896,4019901,40,58.6,36.31,1202,1202
نیشابور,نیشابور,جغراتی,650398,4001939,40,58.67,36.15,1115,1115
نیشابور,نیشابور,جنوب حسین آباد جنگل,626109,3984753,40,58.4,36,1097,1097
نیشابور,نیشابور,جنوب شهرآباد,633835,3982805,40,58.48,35.98,1155,1155
نیشابور,نیشابور,جنوب غرب نورآباد,665225,4000564,40,58.84,36.14,1161,1161
نیشابور,نیشابور,جنوب مسک آباد,670700,3964875,40,58.89,35.81,1340,1340
نیشابور,نیشابور,دستجرد,678360,3993952,40,58.98,36.07,1220,1220
نیشابور,نیشابور,ده شیب,671493,3994782,40,58.9,36.08,1174,1174
نیشابور,نیشابور,ده ملا,701000,3982000,40,59.23,35.96,1295,1295
نیشابور,نیشابور,دهنو شاه بخش,663790,3965850,40,58.81,35.82,1337,1337
نیشابور,نیشابور,راه باغرود,666597,4011836,40,58.85,36.24,1264,1264
نیشابور,نیشابور,راه درخت سنجد,656108,3974408,40,58.73,35.9,1245,1245
نیشابور,نیشابور,راه سلطان آباد نمک,706012,3978893,40,59.28,35.93,1315,1315
نیشابور,نیشابور,راه عصمت آباد,690015,3992174,40,59.11,36.06,1279,1279
نیشابور,نیشابور,زرین دشت,626494,4022875,40,58.41,36.34,1185,1185
نیشابور,نیشابور,سالاریه,632825,4004255,40,58.48,36.17,1165,1165
نیشابور,نیشابور,سید آباد,650297,4015328,40,58.67,36.27,1166,1166
نیشابور,نیشابور,شرکت اس دی ام,700210,3983572,40,59.22,35.98,1321,1321
نیشابور,نیشابور,شمال حسین آباد جنگل کنار کال,622301,3990049,40,58.36,36.05,1063,1063
نیشابور,نیشابور,شمال نیروگاه,659816,4018966,40,58.78,36.3,1305,1305
نیشابور,نیشابور,صالح آباد,658542,4005268,40,58.76,36.18,1157,1157
نیشابور,نیشابور,صدر آباد,661958,3995810,40,58.8,36.09,1126,1126
نیشابور,نیشابور,صمان,617408,4023147,40,58.31,36.35,1296,1296
نیشابور,نیشابور,غرب سلطان آباد نمک,703640,3975390,40,59.26,35.9,1324,1324
نیشابور,نیشابور,فیلخانه,667421,4004670,40,58.86,36.17,1202,1202
نیشابور,نیشابور,قبرستان سالاری,667896,3972006,40,58.86,35.88,1273,1273
نیشابور,نیشابور,قلعه آقا حسن,647035,4013430,40,58.64,36.25,1143,1143
نیشابور,نیشابور,لبه کال تنگل خشک,690415,3972094,40,59.11,35.87,1305,1305
نیشابور,نیشابور,مظفر آباد,673284,3985191,40,58.92,36,1169,1169
نیشابور,نیشابور,نوآباد,633044,3994044,40,58.48,36.08,1095,1095
نیشابور,نیشابور,هشت کیلومتری شهرک,659037,3980788,40,58.76,35.96,1191,1191
نیشابور,نیشابور,پشت خاکریز,698155,3976098,40,59.2,35.91,1287,1287
نیشابور,نیشابور,چاه قرق,685703,3978145,40,59.06,35.93,1205,1205
نیشابور,نیشابور,کاظم آباد اردوغش,675252,3999354,40,58.95,36.12,1223,1223
نیشابور,نیشابور,کلاته حسن,651420,3977578,40,58.68,35.93,1197,1197
نیشابور,نیشابور,کلاته قنبر,682320,3986294,40,59.02,36,1186,1186
نیشابور,نیشابور,کنار جاده مشهد - نیشابور,682789,3999051,40,59.03,36.12,1291,1291
نیشابور,نیشابور,کنار شهر نیشابور - جنوب سه چوب,658085,4011220,40,58.76,36.23,1194,1194
نیشابور,نیشابور,کنار کال شور,651992,3995064,40,58.69,36.09,1105,1105
نیشابور,نیشابور,کوشکک راه شهرک,659256,3989100,40,58.77,36.03,1152,1152
نیشابور,نیشابور,گرماب,627954,4017437,40,58.42,36.29,1208,1208
کاشمر,سعدالدین,جعفر آباد,600482,3869633,40,58.1,34.96,816,816
کاشمر,سعدالدین,جنوب جعفرآباد,596194,3872274,40,58.05,34.99,813,813
کاشمر,سعدالدین,حوض علی اکبر,604131,3870523,40,58.14,34.97,818,818
کاشمر,سعدالدین,سعدالدین 1,598915,3876384,40,58.08,35.03,829,829
کاشمر,سعدالدین,سعدالدین 2,603003,3873914,40,58.13,35,829,829
کاشمر,سعدالدین,شوراب,594426,3875922,40,58.04,35.02,831,831
کاشمر,سعدالدین,مهدی آباد 1,603088,3878315,40,58.13,35.04,842,842
کاشمر,کاشمر,ارغا,611882,3898073,40,58.23,35.22,962,962
کاشمر,کاشمر,امام زاده محمد,629156,3901006,40,58.42,35.24,1034,1034
کاشمر,کاشمر,تکمار,608926,3896058,40,58.2,35.2,956,956
کاشمر,کاشمر,جردوی,645733,3898407,40,58.6,35.22,1110,1110
کاشمر,کاشمر,جنوب فدافن - فروتقه,636254,3897907,40,58.5,35.21,1054,1054
کاشمر,کاشمر,جنوب کهه,606441,3886882,40,58.17,35.12,900,900
کاشمر,کاشمر,خلیل آباد,618581,3904396,40,58.3,35.28,1011,1011
کاشمر,کاشمر,رزق آباد,639788,3899849,40,58.54,35.23,1074,1074
کاشمر,کاشمر,سرحوضک,624340,3904466,40,58.37,35.28,1021,1021
کاشمر,کاشمر,سید مرتضی,633633,3903767,40,58.47,35.27,1102,1102
کاشمر,کاشمر,شرق ایرج آباد,608217,3903053,40,58.19,35.26,1018,1018
کاشمر,کاشمر,شمال کهه,607711,3892227,40,58.18,35.17,944,944
کاشمر,کاشمر,عشرت آباد,626050,3895282,40,58.38,35.19,1009,1009
کاشمر,کاشمر,کلاته بختیاری,641575,3901635,40,58.56,35.25,1112,1112
کاشمر,کاشمر,کلاته رحیم,613139,3889816,40,58.24,35.14,925,925
کاشمر,کاشمر,کلاته شادی,618663,3898121,40,58.3,35.22,965,965
کاشمر,کاشمر,کلاته شور,618987,3893190,40,58.31,35.17,955,955
کرات,کرات,ارگ هشتادون,301106,3829872,41,60.83,34.59,826,826
کرات,کرات,بین میل کج ودربند,294938,3832746,41,60.76,34.62,847,847
کرات,کرات,جنوب احمددرویش,292696,3827230,41,60.74,34.57,861,861
کرات,کرات,دشت کرات,284512,3827710,41,60.65,34.57,962,962
کرات,کرات,فرزنه,285604,3822143,41,60.66,34.52,974,974
کرات,کرات,پاسگاه میل کج,292915,3823449,41,60.74,34.53,865,865
کرات,کرات,پاسگاه میل کج - 2,292950,3823200,41,60.74,34.53,866,866
کرات,کرات,پنج چاهی,292037,3819026,41,60.74,34.49,890,890
کرات,کرات,کال کاریچه,284300,3834800,41,60.65,34.63,927,927
کرات,کرات,کرات کیلومتر 4,280125,3830743,41,60.6,34.59,1004,1004
کلات نادری,كلات نادري,شیلگان,710749,4151573,40,59.38,37.49,242,242
کلات نادری,كلات نادري,مزار شهدا لطف آباد,707420,4154106,40,59.35,37.51,242,242
کلات نادری,كلات نادري,مزار شهدا لطف آباد (اکتشافی),707419,4154111,40,59.35,37.51,242,242
کلات نادری,كلات نادري,پاسگاه نادر,707861,4156081,40,59.35,37.53,233,233
گناباد,گناباد,بهاباد 1,658770,3798230,40,58.73,34.31,1129,1129
گناباد,گناباد,بهاباد 2,656303,3794900,40,58.7,34.28,1174,1174
گناباد,گناباد,جاده بجستان,640750,3806650,40,58.53,34.39,1200,1200
گناباد,گناباد,جاده بجستان - حکمت,647700,3806225,40,58.61,34.39,1123,1123
گناباد,گناباد,جاده تربت,652828,3807960,40,58.66,34.4,1071,1071
گناباد,گناباد,جاده کاخک,651480,3790880,40,58.65,34.25,1278,1278
گناباد,گناباد,جنوب غربی رهن,649855,3798643,40,58.63,34.32,1167,1167
گناباد,گناباد,راه شیراز آباد,646060,3796850,40,58.59,34.3,1237,1237
گناباد,گناباد,راه کلاته میان 1,666093,3797456,40,58.8,34.31,1088,1088
گناباد,گناباد,راه کلاته میان 2,671375,3796200,40,58.86,34.29,1096,1096
گناباد,گناباد,ریاب,647858,3801341,40,58.61,34.34,1156,1156
گناباد,گناباد,شرق نوده,660646,3804096,40,58.75,34.37,1061,1061
گناباد,گناباد,شوراب 2,671154,3803150,40,58.86,34.36,996,996
گناباد,گناباد,نجم آباد,665350,3790771,40,58.8,34.24,1181,1181
گناباد,گناباد,پشت ترمینال مسافربری,654200,3802600,40,58.68,34.35,1100,1100
گناباد,گناباد,چاهک,640510,3806200,40,58.53,34.39,1207,1207
گیسور,گیسور جنوبی,اکتشافی چاه گچی,735543,3791777,40,59.56,34.24,885,885
گیسور,گیسور جنوبی,بــــاغ بخشی,731594,3817000,40,59.52,34.47,854,854
گیسور,گیسور جنوبی,جاده رحمت آباد,712501,3786751,40,59.31,34.2,961,961
گیسور,گیسور جنوبی,جنوب غرب چاه مسیله,715221,3789611,40,59.34,34.23,916,916
گیسور,گیسور جنوبی,جنوب غربی چاه مسیله,718471,3786610,40,59.37,34.2,937,937
گیسور,گیسور جنوبی,جنگل - راه گیسور به چاه مسیله,720080,3794366,40,59.39,34.27,869,869
گیسور,گیسور جنوبی,راه قطار گز,731776,3798063,40,59.52,34.3,863,863
گیسور,گیسور جنوبی,راه چاه مسیله به چاه گچی,727892,3790138,40,59.47,34.23,871,871
گیسور,گیسور جنوبی,راه چاه میقونی,703833,3789086,40,59.21,34.22,1005,1005
گیسور,گیسور جنوبی,زیر جاده مهاباد به باغ یخشی,727659,3810746,40,59.48,34.41,845,845
گیسور,گیسور جنوبی,شرق چاه مسیله,725750,3795771,40,59.45,34.28,852,852
گیسور,گیسور جنوبی,شمال راه خشت,735895,3786586,40,59.56,34.19,871,871
گیسور,گیسور جنوبی,شمال شرقی گیسور,713251,3796941,40,59.32,34.29,886,886
گیسور,گیسور جنوبی,قطار گز - از قطار گز به کویر,728549,3802513,40,59.48,34.34,849,849
گیسور,گیسور جنوبی,مهاباد,732307,3810084,40,59.53,34.41,877,877
گیسور,گیسور جنوبی,نرسیده به چاه مسیله,721160,3791205,40,59.4,34.24,883,883
گیسور,گیسور جنوبی,چاه گچی - اول راه قطار گز,734989,3792608,40,59.55,34.25,882,882
گیسور,گیسور جنوبی,کنار مادر چاه قنات گیسور,701970,3793689,40,59.19,34.26,967,967
گیسور,گیسور جنوبی,کنار گورستان گیسور,709045,3793815,40,59.27,34.26,923,923
گیسور,گیسور شمالی,بین چاه بهرامی و کارخانه,710731,3838455,40,59.3,34.67,903,903
گیسور,گیسور شمالی,حوض آجری,713921,3834350,40,59.33,34.63,883,883
گیسور,گیسور شمالی,حوض کرم,717245,3832492,40,59.37,34.61,877,877
گیسور,گیسور شمالی,شرق روستای آهنگران,708169,3828190,40,59.27,34.57,875,875
گیسور,گیسور شمالی,شرق کوده,708756,3834963,40,59.28,34.64,892,892
گیسور,گیسور شمالی,شماره چهار جنگل,715684,3844701,40,59.36,34.72,928,928
گیسور,گیسور شمالی,کنار راه حوض کرم,716385,3836475,40,59.36,34.65,893,893
گیسور,گیسور شمالی,کهنه عامر,711974,3829348,40,59.31,34.58,880,880
ینگجه,ینگجه,امام‏زاده سید مصطفی,631103,4070777,40,58.47,36.77,1541,1541
ینگجه,ینگجه,بینالود - چاه شماره دو,633111,4065813,40,58.49,36.73,1554,1554
ینگجه,ینگجه,سلطان میدان,627640,4067321,40,58.43,36.74,1503,1503
